customerID,evadiu,genero,idoso,tem_parceiro,tem_dependentes,tempo_meses,servico_telefone,multiplas_linhas,tipo_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,tv_streaming,filmes_streaming,tipo_contrato,fatura_online,forma_pagamento,conta_mensal,conta_total,conta_diaria,tem_internet,qtd_servicos
5614-DNZCE,0,feminino,0,0,0,58,1,0,dsl,1,1,1,1,0,0,bienal,1,cartão (automático),64.9,3795.45,2.16,1,6
5616-PRTNT,1,masculino,0,0,1,20,1,0,não,0,0,0,0,0,0,mensal,1,débito online,19.4,374.5,0.65,1,2
5619-PTMIK,0,feminino,0,1,0,46,1,1,dsl,1,0,0,0,0,0,mensal,0,débito online,53.1,2459.8,1.77,1,4
5619-XZZKR,0,masculino,0,0,0,4,1,0,não,0,0,0,0,0,0,anual,0,boleto,19.95,68.2,0.66,1,2
5622-UEJFI,0,feminino,0,1,1,35,1,1,não,0,0,0,0,0,0,bienal,1,cartão (automático),25.4,949.8,0.85,1,3
5624-BQSSA,1,feminino,0,0,0,1,1,0,não,0,0,0,0,0,0,mensal,0,boleto,20.95,20.95,0.7,1,2
5624-RYAMH,0,feminino,0,0,0,9,1,0,não,0,0,0,0,0,0,mensal,1,débito online,19.5,178.85,0.65,1,2
5626-MGTUK,0,feminino,0,0,0,20,1,1,fibra óptica,1,0,0,0,1,0,mensal,1,transferência (automática),89.1,1879.25,2.97,1,5
5627-TVBPP,0,feminino,0,0,1,35,1,0,não,0,0,0,0,0,0,anual,1,cartão (automático),20.1,644.5,0.67,1,2
5628-FCGYG,0,masculino,0,0,0,21,1,1,fibra óptica,0,0,0,0,0,1,mensal,1,débito online,84.1,1737.45,2.8,1,4
5628-RKIFK,0,feminino,1,0,0,49,1,1,fibra óptica,1,0,0,0,1,1,mensal,0,cartão (automático),101.55,5070.4,3.38,1,6
5630-AHZIL,0,feminino,0,0,1,3,1,0,dsl,1,0,0,1,0,1,mensal,1,transferência (automática),64.5,177.4,2.15,1,5
5630-IXDXV,0,feminino,0,0,0,47,1,1,fibra óptica,0,1,1,0,1,1,mensal,1,débito online,106.35,4849.1,3.54,1,7
5639-NTUPK,0,masculino,0,0,1,13,1,0,dsl,1,0,0,0,0,0,mensal,1,cartão (automático),52.1,670.65,1.74,1,3
5640-CAXOA,0,feminino,0,0,0,30,0,0,dsl,0,0,0,1,0,1,anual,1,cartão (automático),40.35,1187.05,1.34,1,3
5641-DMBFJ,0,feminino,0,1,0,58,1,1,dsl,1,0,1,1,1,1,bienal,1,débito online,84.3,4916.4,2.81,1,8
5642-MHDQT,0,feminino,0,1,1,53,1,0,não,0,0,0,0,0,0,anual,1,transferência (automática),19.85,1039.45,0.66,1,2
5644-PDMZC,1,feminino,1,0,0,2,1,1,fibra óptica,0,1,0,0,0,1,mensal,0,débito online,89.5,161.5,2.98,1,5
5647-FXOTP,0,feminino,1,1,0,60,1,1,fibra óptica,0,1,1,0,1,1,mensal,1,débito online,105.9,6401.25,3.53,1,7
5647-URDKA,0,masculino,0,1,1,8,1,0,não,0,0,0,0,0,0,bienal,0,boleto,19.7,130.25,0.66,1,2
5649-ANRML,1,masculino,1,0,0,2,1,0,fibra óptica,0,1,1,1,0,1,mensal,1,cartão (automático),95.1,180.25,3.17,1,6
5649-RXQTV,0,masculino,0,0,0,51,1,0,fibra óptica,0,1,1,0,1,1,mensal,1,débito online,99.0,5038.15,3.3,1,6
5649-TJHOV,1,masculino,1,1,0,27,0,0,dsl,0,0,0,0,0,1,mensal,0,transferência (automática),36.5,1032.0,1.22,1,2
5649-VUKMC,1,feminino,0,0,0,12,1,0,fibra óptica,0,0,1,0,1,1,anual,0,boleto,95.5,1115.15,3.18,1,5
5650-VDUDS,1,feminino,0,0,0,4,0,0,dsl,0,0,0,0,0,0,mensal,1,boleto,24.25,96.05,0.81,1,1
5650-YLIBA,0,masculino,0,0,0,31,1,1,fibra óptica,0,1,0,0,0,0,mensal,1,débito online,81.15,2640.55,2.7,1,4
5651-CPDND,0,masculino,0,0,0,10,1,0,dsl,0,0,0,0,0,0,mensal,0,boleto,46.0,492.1,1.53,1,2
5651-CRHKQ,0,feminino,0,1,0,41,1,0,fibra óptica,0,1,1,1,0,0,anual,1,transferência (automática),86.2,3339.05,2.87,1,5
5651-WYIPH,0,feminino,1,0,0,18,1,0,dsl,0,1,0,0,0,0,mensal,1,cartão (automático),49.85,865.75,1.66,1,3
5651-YLPRD,0,feminino,0,1,1,32,1,0,fibra óptica,0,1,0,0,1,0,mensal,1,débito online,86.1,2723.75,2.87,1,4
5652-MSDEY,0,feminino,0,0,0,10,1,1,fibra óptica,0,0,0,0,0,0,mensal,1,boleto,75.75,777.3,2.52,1,3
5655-JSMZM,1,masculino,1,0,0,49,1,1,fibra óptica,0,0,0,0,1,1,mensal,1,débito online,96.2,4718.25,3.21,1,5
5656-JAMLX,0,masculino,0,0,0,62,1,0,não,0,0,0,0,0,0,bienal,0,transferência (automática),19.85,1253.65,0.66,1,2
5656-MJEFC,0,masculino,0,1,1,42,0,0,dsl,1,0,1,1,1,0,bienal,0,cartão (automático),48.15,2032.3,1.6,1,5
5663-QBGIS,0,masculino,1,1,0,72,1,1,fibra óptica,0,1,0,0,1,1,bienal,0,transferência (automática),98.35,6929.4,3.28,1,6
5666-CYCYZ,0,feminino,0,0,0,24,1,1,fibra óptica,0,0,0,1,0,1,mensal,1,débito online,89.55,2259.35,2.98,1,5
5666-MBJPT,0,masculino,0,0,0,65,1,1,não,0,0,0,0,0,0,bienal,1,transferência (automática),25.1,1725.0,0.84,1,3
5668-MEISB,0,feminino,0,1,1,72,1,1,fibra óptica,1,1,1,1,1,0,bienal,0,cartão (automático),106.1,7657.4,3.54,1,8
5669-SRAIP,1,feminino,0,0,0,5,0,0,dsl,0,0,1,0,0,1,mensal,0,débito online,39.5,210.75,1.32,1,3
5671-RQRLP,0,feminino,1,1,0,70,1,1,fibra óptica,0,0,0,0,0,0,bienal,1,cartão (automático),75.65,5411.4,2.52,1,3
5671-UUNXD,0,feminino,1,1,0,50,1,1,fibra óptica,0,0,0,1,1,1,anual,1,débito online,100.65,5189.75,3.36,1,6
5673-FSSMF,1,feminino,0,0,0,1,1,1,dsl,0,0,0,0,0,1,mensal,1,débito online,60.15,60.15,2.0,1,4
5673-TIYIB,1,masculino,0,0,0,2,0,0,dsl,0,1,1,1,0,0,mensal,1,cartão (automático),40.4,77.15,1.35,1,4
5676-CFLYY,0,masculino,0,1,1,71,1,0,dsl,0,1,0,1,1,1,bienal,1,cartão (automático),73.35,5154.5,2.44,1,6
5678-VFNEQ,0,feminino,0,1,0,71,1,1,fibra óptica,1,0,1,0,1,1,anual,1,cartão (automático),104.1,7412.25,3.47,1,7
5680-LQOGP,0,feminino,0,0,0,68,1,0,dsl,1,1,1,1,1,1,bienal,1,cartão (automático),82.45,5646.6,2.75,1,8
5681-LLOEI,0,masculino,0,1,1,43,1,1,fibra óptica,1,0,1,1,0,0,anual,1,cartão (automático),91.25,4013.8,3.04,1,6
5684-FJVYR,0,feminino,0,1,1,72,1,1,fibra óptica,1,1,0,1,0,0,bienal,1,transferência (automática),90.35,6563.4,3.01,1,6
5685-IIXLY,1,feminino,0,1,1,5,1,0,fibra óptica,0,1,0,0,0,1,mensal,1,débito online,83.6,404.2,2.79,1,4
5686-CMAWK,0,masculino,0,0,0,17,1,1,fibra óptica,0,0,1,1,0,0,anual,0,débito online,86.75,1410.25,2.89,1,5
5687-DKDTV,1,feminino,0,0,0,4,1,0,não,0,0,0,0,0,0,mensal,0,boleto,20.35,77.5,0.68,1,2
5688-KZTSN,1,masculino,0,1,1,15,1,0,não,0,0,0,0,0,0,mensal,1,débito online,20.0,288.05,0.67,1,2
5692-FPTAH,1,feminino,0,0,0,1,1,0,dsl,0,0,0,0,0,0,mensal,1,boleto,45.4,45.4,1.51,1,2
5692-ICXLW,0,masculino,1,0,0,31,1,1,fibra óptica,0,1,0,0,1,0,mensal,1,débito online,90.7,2845.15,3.02,1,5
5693-PIPCS,0,masculino,0,0,0,41,1,0,fibra óptica,0,1,0,1,1,1,bienal,1,cartão (automático),99.65,4220.35,3.32,1,6
5696-CEIQJ,0,masculino,0,1,1,67,1,0,fibra óptica,0,1,1,1,1,1,bienal,0,transferência (automática),103.15,6895.5,3.44,1,7
5696-EXCYS,0,masculino,0,0,0,17,1,0,não,0,0,0,0,0,0,bienal,0,cartão (automático),19.45,369.05,0.65,1,2
5696-JVVQY,0,feminino,0,1,1,48,1,0,dsl,1,1,1,0,0,1,bienal,1,cartão (automático),70.1,3238.4,2.34,1,6
5696-QURRL,1,masculino,0,0,0,1,1,0,dsl,0,0,0,0,0,0,mensal,1,boleto,45.05,45.05,1.5,1,2
5697-GOMBF,0,feminino,1,1,1,28,0,0,dsl,0,0,0,0,1,0,mensal,1,débito online,35.9,973.65,1.2,1,2
5698-BQJOH,1,feminino,0,0,0,9,1,1,fibra óptica,0,0,0,0,1,1,mensal,0,débito online,94.4,857.25,3.15,1,5
5699-BNCAS,0,masculino,1,0,0,71,1,1,não,0,0,0,0,0,0,bienal,1,boleto,24.65,1766.75,0.82,1,3
5701-GUXDC,0,feminino,0,1,0,26,0,0,dsl,1,0,1,0,0,0,anual,0,cartão (automático),35.4,978.6,1.18,1,3
5701-SVCWR,0,feminino,0,0,1,1,1,1,não,0,0,0,0,0,0,mensal,0,boleto,24.0,24.0,0.8,1,3
5701-YVSVF,0,feminino,1,1,0,11,1,0,fibra óptica,0,0,0,1,1,0,mensal,1,débito online,82.9,880.05,2.76,1,4
5701-ZIKJE,0,masculino,0,0,0,13,1,0,dsl,0,0,0,1,0,0,mensal,1,boleto,50.55,610.75,1.68,1,3
5702-KVQRD,0,masculino,0,1,0,71,1,0,dsl,1,0,1,1,1,1,bienal,1,débito online,82.55,5832.65,2.75,1,7
5702-SKUOB,0,feminino,0,1,0,4,1,0,não,0,0,0,0,0,0,mensal,0,boleto,19.6,93.45,0.65,1,2
5707-ORNDZ,1,masculino,1,0,0,9,1,1,dsl,1,0,0,0,0,0,mensal,0,débito online,54.55,494.05,1.82,1,4
5707-ZMDJP,0,masculino,0,1,1,53,1,0,dsl,1,1,0,1,1,0,bienal,1,boleto,69.7,3729.6,2.32,1,6
5708-EVONK,1,feminino,0,1,1,58,1,1,fibra óptica,1,1,0,0,0,1,mensal,1,transferência (automática),93.4,5435.6,3.11,1,6
5709-LVOEQ,0,feminino,0,1,1,0,1,0,dsl,1,1,1,0,1,1,bienal,0,boleto,80.85,0.0,2.7,1,7
5712-AHQNN,0,feminino,0,0,0,43,1,0,fibra óptica,0,1,1,0,1,0,mensal,1,débito online,91.65,3954.1,3.06,1,5
5712-PTIWW,1,masculino,0,0,0,2,1,0,fibra óptica,0,0,1,1,0,0,mensal,1,débito online,79.85,152.45,2.66,1,4
5712-VBOXD,0,feminino,0,0,0,4,1,0,não,0,0,0,0,0,0,mensal,1,cartão (automático),20.15,68.45,0.67,1,2
5716-EZXZN,0,feminino,0,1,1,65,1,1,fibra óptica,1,1,0,1,1,0,bienal,1,cartão (automático),99.05,6416.7,3.3,1,7
5716-LIBJC,0,feminino,0,0,1,13,1,1,fibra óptica,0,1,1,0,1,1,anual,1,cartão (automático),104.15,1299.1,3.47,1,7
5724-BIDBU,0,masculino,0,1,0,49,1,1,dsl,1,0,0,0,0,0,anual,1,débito online,55.35,2633.95,1.84,1,4
5726-CVNYA,0,feminino,0,1,1,8,1,0,não,0,0,0,0,0,0,bienal,1,boleto,19.85,146.6,0.66,1,2
5727-MYATE,0,masculino,0,1,1,72,1,1,dsl,1,1,1,1,1,1,bienal,1,cartão (automático),90.8,6397.6,3.03,1,9
5729-KLZAR,1,feminino,0,1,1,4,1,0,fibra óptica,0,0,0,0,0,1,mensal,0,débito online,80.85,302.75,2.7,1,3
5730-DBDSI,0,masculino,0,0,0,66,1,0,não,0,0,0,0,0,0,bienal,0,transferência (automática),19.7,1253.8,0.66,1,2
5730-RIITO,0,feminino,1,0,0,43,0,0,dsl,1,1,0,0,0,0,mensal,1,cartão (automático),33.45,1500.25,1.12,1,3
5732-IKGQH,0,masculino,1,1,0,52,1,0,fibra óptica,1,0,1,1,1,1,anual,1,transferência (automática),104.45,5481.25,3.48,1,7
5734-EJKXG,0,feminino,0,0,0,61,1,1,fibra óptica,1,1,1,1,1,1,anual,1,débito online,118.6,7365.7,3.95,1,9
5736-YEJAX,0,masculino,0,0,1,69,1,1,dsl,1,1,1,1,1,0,bienal,1,cartão (automático),79.45,5502.55,2.65,1,8
5740-YHGTW,0,masculino,0,1,1,70,1,1,fibra óptica,1,1,0,0,1,0,mensal,1,cartão (automático),97.55,6669.05,3.25,1,6
5743-KHMNA,0,masculino,0,0,0,71,1,1,não,0,0,0,0,0,0,bienal,0,transferência (automática),25.55,1898.1,0.85,1,3
5747-PMBSQ,1,masculino,1,1,0,10,1,0,fibra óptica,0,1,1,1,1,0,mensal,1,boleto,92.5,934.1,3.08,1,6
5748-RNCJT,1,masculino,0,0,0,69,1,1,fibra óptica,0,0,1,1,1,1,bienal,1,transferência (automática),106.5,7348.8,3.55,1,7
5751-USDBL,0,masculino,0,1,1,46,1,0,dsl,1,0,1,1,1,1,bienal,0,boleto,81.0,3846.35,2.7,1,7
5753-QQWPW,0,feminino,0,0,0,28,1,0,dsl,1,1,0,1,0,0,anual,1,débito online,59.9,1654.7,2.0,1,5
5756-JYOJT,0,feminino,0,0,0,11,1,0,dsl,0,0,1,1,0,1,anual,0,cartão (automático),64.9,697.25,2.16,1,5
5756-OZRIO,0,masculino,1,1,0,61,1,1,dsl,0,1,0,0,0,1,anual,0,transferência (automática),64.05,3902.6,2.13,1,5
5759-RCVCB,1,feminino,0,0,0,3,0,0,dsl,0,0,0,0,1,0,mensal,0,cartão (automático),35.2,108.95,1.17,1,2
5760-FXFVO,0,masculino,0,0,0,6,1,0,fibra óptica,1,1,0,0,0,0,mensal,1,débito online,78.95,494.95,2.63,1,4
5760-IFJOZ,0,masculino,0,0,0,3,1,1,fibra óptica,0,1,1,0,1,1,mensal,0,boleto,107.95,313.6,3.6,1,7
5760-WRAHC,0,feminino,1,0,0,22,1,0,dsl,1,0,1,1,0,1,mensal,1,boleto,69.75,1545.4,2.33,1,6
5762-TJXGK,0,feminino,0,0,0,52,0,0,dsl,1,1,1,0,1,1,bienal,1,transferência (automática),58.75,3038.55,1.96,1,6
5766-FTRTS,0,masculino,0,1,0,72,1,0,dsl,1,1,1,1,1,1,bienal,0,boleto,84.45,6033.1,2.82,1,8
5766-XQXMQ,1,feminino,0,0,0,29,1,0,dsl,1,1,1,0,0,1,mensal,1,transferência (automática),68.85,1970.5,2.3,1,6
5766-ZJYBB,1,masculino,0,0,0,1,1,0,não,0,0,0,0,0,0,mensal,0,boleto,19.4,19.4,0.65,1,2
5774-QPLTF,0,masculino,0,1,1,50,1,0,não,0,0,0,0,0,0,anual,1,boleto,20.35,938.95,0.68,1,2
5774-XZTQC,0,feminino,0,1,1,7,1,0,não,0,0,0,0,0,0,mensal,0,boleto,20.45,150.75,0.68,1,2
5777-KJIRB,0,feminino,0,0,0,40,1,0,dsl,0,0,1,0,0,0,anual,1,boleto,50.25,2023.55,1.68,1,3
5777-ZPQNC,0,feminino,0,0,0,12,1,0,não,0,0,0,0,0,0,anual,0,débito online,20.15,260.7,0.67,1,2
5778-BVOFB,0,feminino,0,0,0,9,1,0,dsl,0,0,0,1,1,0,mensal,1,transferência (automática),59.5,530.05,1.98,1,4
5780-INQIK,0,feminino,0,0,0,8,1,0,dsl,0,0,0,1,0,0,mensal,0,débito online,49.4,408.25,1.65,1,3
5781-BKHOP,0,feminino,0,1,0,72,1,1,fibra óptica,1,1,1,0,1,0,bienal,0,transferência (automática),100.65,7334.05,3.36,1,7
5781-RFZRP,0,masculino,0,1,0,71,1,1,dsl,1,1,0,1,1,0,bienal,0,cartão (automático),73.5,5357.75,2.45,1,7
5787-KXGIY,0,masculino,0,1,0,72,1,0,não,0,0,0,0,0,0,bienal,0,cartão (automático),19.3,1304.8,0.64,1,2
5788-YPOEG,0,feminino,0,1,1,34,1,0,dsl,1,1,1,1,1,1,bienal,0,boleto,84.75,2839.45,2.82,1,8
5789-LDFXO,0,masculino,0,0,0,24,1,1,não,0,0,0,0,0,0,anual,0,débito online,24.6,592.65,0.82,1,3
5791-KAJFD,0,feminino,0,1,1,56,1,1,dsl,1,0,1,0,0,1,anual,1,transferência (automática),68.75,3808.0,2.29,1,6
5792-JALQC,0,feminino,1,0,0,52,1,1,dsl,1,0,1,0,0,0,bienal,0,transferência (automática),59.85,3103.25,2.0,1,5
5793-YOLJN,0,feminino,0,1,1,55,1,0,não,0,0,0,0,0,0,bienal,0,boleto,21.0,1210.3,0.7,1,2
5795-BKOYE,0,feminino,0,1,1,69,1,0,dsl,0,1,1,1,0,0,anual,0,transferência (automática),59.1,4134.7,1.97,1,5
5795-KTGUD,0,feminino,0,1,0,68,1,1,fibra óptica,1,1,1,0,1,1,bienal,1,transferência (automática),110.8,7553.6,3.69,1,8
5797-APWZC,1,feminino,0,0,0,1,1,0,fibra óptica,0,0,0,0,1,1,mensal,0,débito online,90.6,90.6,3.02,1,4
5799-JRCZO,0,feminino,0,0,1,63,1,0,não,0,0,0,0,0,0,bienal,0,cartão (automático),19.5,1215.1,0.65,1,2
5802-ADBRC,0,feminino,0,1,0,50,1,1,fibra óptica,1,0,1,0,1,1,anual,1,boleto,104.4,5232.9,3.48,1,7
5803-NQJZO,0,masculino,0,1,0,72,1,1,dsl,1,1,1,1,0,0,bienal,1,transferência (automática),67.8,4804.65,2.26,1,7
5804-HYIEZ,0,masculino,0,1,1,70,1,1,fibra óptica,1,1,0,0,1,1,mensal,1,débito online,106.05,7554.05,3.53,1,7
5804-JMYIO,0,feminino,0,1,1,39,1,0,não,0,0,0,0,0,0,bienal,0,boleto,19.75,757.95,0.66,1,2
5804-LEPIM,1,feminino,1,0,0,2,1,0,fibra óptica,0,0,0,0,0,0,mensal,1,débito online,70.35,139.05,2.34,1,2
5808-TOTXO,0,feminino,0,0,1,3,1,0,não,0,0,0,0,0,0,anual,1,cartão (automático),20.55,57.4,0.68,1,2
5811-IWXYM,0,feminino,0,1,1,52,1,1,fibra óptica,0,0,1,0,1,1,anual,0,transferência (automática),101.25,5301.1,3.38,1,6
5813-UECBU,1,masculino,1,0,0,33,1,1,fibra óptica,0,1,1,0,0,0,mensal,1,cartão (automático),83.85,2716.3,2.8,1,5
5815-HGGHV,0,masculino,0,1,0,20,1,0,dsl,1,0,0,1,0,1,anual,1,boleto,64.15,1274.45,2.14,1,5
5816-JMLGY,0,feminino,0,1,1,70,1,0,dsl,0,1,1,1,1,1,bienal,1,transferência (automática),80.4,5717.85,2.68,1,7
5816-QVHRX,0,feminino,0,0,0,37,1,1,fibra óptica,0,0,0,1,1,1,mensal,0,cartão (automático),100.3,3541.4,3.34,1,6
5816-SCGFC,0,feminino,1,0,0,7,1,0,dsl,0,1,0,0,0,0,mensal,1,boleto,51.3,419.35,1.71,1,3
5820-PTRYM,0,feminino,1,1,0,56,1,1,dsl,1,1,1,1,0,0,anual,1,cartão (automático),68.45,4014.0,2.28,1,7
5821-MMEIL,0,feminino,0,1,0,57,1,0,não,0,0,0,0,0,0,bienal,0,transferência (automática),19.9,1115.6,0.66,1,2
5825-XJOCM,0,masculino,0,0,1,48,1,1,dsl,1,1,1,0,0,0,anual,1,transferência (automática),64.4,3035.35,2.15,1,6
5827-MWCZK,0,masculino,0,1,1,56,1,1,fibra óptica,0,1,0,1,1,0,mensal,1,cartão (automático),96.95,5432.2,3.23,1,6
5828-AVIPD,1,masculino,0,1,1,19,1,1,fibra óptica,0,0,0,1,1,1,anual,1,débito online,100.95,1875.55,3.36,1,6
5828-DWPIL,0,masculino,1,1,0,62,1,1,fibra óptica,1,1,1,0,0,0,mensal,1,débito online,89.1,5618.3,2.97,1,6
5829-NVSQN,0,feminino,0,1,0,23,1,0,dsl,1,0,1,1,0,1,anual,1,transferência (automática),68.75,1689.45,2.29,1,6
5832-EXGTT,0,masculino,0,1,1,29,1,0,dsl,1,0,0,0,0,1,mensal,1,boleto,60.2,1834.15,2.01,1,4
5832-TRLPB,0,masculino,0,0,0,29,1,0,dsl,0,0,1,1,1,1,anual,1,transferência (automática),75.35,2243.9,2.51,1,6
5832-XKAES,1,masculino,0,0,0,2,1,0,fibra óptica,0,0,0,0,0,0,mensal,1,cartão (automático),69.8,134.7,2.33,1,2
5834-ASPWA,1,masculino,0,0,0,1,1,1,fibra óptica,0,0,0,0,0,0,mensal,1,débito online,75.45,75.45,2.52,1,3
5835-BEQEU,1,masculino,0,0,0,3,1,1,fibra óptica,0,0,0,0,0,0,mensal,1,débito online,76.95,228.4,2.56,1,3
5837-LXSDN,0,feminino,0,1,1,21,1,0,dsl,0,1,0,0,1,0,anual,1,cartão (automático),58.85,1215.45,1.96,1,4
5839-SUYVZ,0,masculino,0,0,0,16,1,0,fibra óptica,0,0,0,1,0,0,mensal,1,cartão (automático),74.55,1170.5,2.48,1,3
5840-NVDCG,0,feminino,0,1,1,16,1,0,dsl,1,1,0,1,0,1,bienal,0,transferência (automática),68.25,1114.85,2.28,1,6
5842-POCOP,1,feminino,0,1,0,5,1,0,fibra óptica,1,0,1,0,0,1,mensal,1,boleto,88.9,454.15,2.96,1,5
5843-TTHGI,0,feminino,0,0,0,18,1,0,dsl,0,0,1,0,0,0,mensal,1,boleto,50.0,892.7,1.67,1,3
5844-QVTAT,0,feminino,0,1,1,33,1,0,dsl,1,1,1,0,0,0,anual,1,boleto,58.45,1955.4,1.95,1,5
5845-BZZIB,0,masculino,0,1,1,35,1,0,não,0,0,0,0,0,0,bienal,0,boleto,20.1,655.3,0.67,1,2
5846-ABOBJ,0,masculino,0,1,0,71,1,1,não,0,0,0,0,0,0,bienal,0,transferência (automática),24.45,1730.65,0.82,1,3
5846-NEQVZ,0,masculino,0,1,1,71,1,0,dsl,1,0,1,1,0,1,bienal,1,cartão (automático),70.85,4973.4,2.36,1,6
5846-QFDFI,0,feminino,0,1,1,33,1,1,fibra óptica,0,1,1,1,0,0,mensal,0,cartão (automático),88.6,2888.7,2.95,1,6
5847-MXBEO,0,masculino,0,0,0,22,1,0,não,0,0,0,0,0,0,anual,0,boleto,20.3,475.1,0.68,1,2
5848-FHRFC,0,feminino,0,0,0,68,1,0,não,0,0,0,0,0,0,bienal,0,transferência (automática),20.05,1386.9,0.67,1,2
5849-ASHZJ,0,masculino,0,0,1,27,1,0,não,0,0,0,0,0,0,anual,0,cartão (automático),20.05,552.9,0.67,1,2
5850-BDWCY,0,feminino,0,0,0,6,1,0,não,0,0,0,0,0,0,mensal,0,boleto,20.2,123.65,0.67,1,2
5854-KSRBJ,0,masculino,0,1,1,70,1,1,não,0,0,0,0,0,0,bienal,0,boleto,25.4,1782.05,0.85,1,3
5855-EIBDE,0,feminino,0,1,0,49,1,1,fibra óptica,1,1,1,1,0,1,bienal,0,cartão (automático),106.65,5174.35,3.56,1,8
5857-TYBCJ,0,masculino,1,1,0,44,1,1,fibra óptica,0,0,1,0,1,0,mensal,1,débito online,89.2,4040.2,2.97,1,5
5857-XRECV,0,feminino,0,0,1,2,1,0,não,0,0,0,0,0,0,anual,0,transferência (automática),20.5,38.25,0.68,1,2
5858-EAFCZ,0,masculino,0,0,0,1,1,0,dsl,0,0,0,0,0,0,mensal,0,boleto,44.45,44.45,1.48,1,2
5859-HZYLF,0,masculino,0,1,1,26,1,0,não,0,0,0,0,0,0,bienal,1,cartão (automático),19.15,515.75,0.64,1,2
5862-BRIXZ,0,masculino,0,0,0,46,0,0,dsl,1,0,1,1,1,1,bienal,1,transferência (automática),60.75,2893.4,2.02,1,6
5863-OOKCL,0,feminino,0,0,0,10,1,0,não,0,0,0,0,0,0,mensal,0,boleto,18.85,163.2,0.63,1,2
5868-CZJDR,1,masculino,0,0,1,1,0,0,dsl,0,1,0,0,0,0,mensal,1,boleto,31.35,31.35,1.05,1,2
5868-YTYKS,0,masculino,0,0,1,1,1,0,não,0,0,0,0,0,0,mensal,1,boleto,20.25,20.25,0.68,1,2
5868-YWPDW,1,masculino,1,1,0,6,1,0,fibra óptica,0,1,0,0,0,1,mensal,1,débito online,84.2,519.15,2.81,1,4
5871-DGTXZ,0,masculino,0,0,0,32,1,0,não,0,0,0,0,0,0,anual,0,boleto,19.8,607.7,0.66,1,2
5872-OEQNH,0,feminino,0,0,0,60,0,0,dsl,1,0,1,0,0,1,anual,1,débito online,44.45,2773.9,1.48,1,4
5875-YPQFJ,1,masculino,0,0,0,1,1,0,fibra óptica,0,0,0,0,0,0,mensal,1,débito online,69.9,69.9,2.33,1,2
5876-HZVZM,1,feminino,0,1,1,6,1,0,dsl,1,1,0,0,0,0,mensal,0,cartão (automático),55.9,365.35,1.86,1,4
5876-QMYLD,0,feminino,0,1,1,23,1,0,não,0,0,0,0,0,0,anual,0,boleto,20.05,415.1,0.67,1,2
5879-HMFFH,0,feminino,0,1,0,72,1,1,dsl,1,1,1,1,1,1,bienal,0,transferência (automática),88.05,6520.8,2.94,1,9
5879-SESNB,0,feminino,0,0,0,11,1,1,fibra óptica,0,0,0,0,0,0,mensal,0,débito online,75.25,888.65,2.51,1,3
5882-CMAZQ,0,feminino,0,1,1,5,0,0,dsl,0,1,0,1,0,0,mensal,0,débito online,34.25,163.55,1.14,1,3
5883-GTGVD,1,masculino,0,0,0,19,1,1,fibra óptica,0,1,0,0,1,1,mensal,1,débito online,99.95,1931.75,3.33,1,6
5884-FBCTL,0,feminino,0,1,1,72,1,1,não,0,0,0,0,0,0,bienal,0,transferência (automática),25.1,1857.85,0.84,1,3
5884-GCYMI,1,masculino,0,0,0,1,1,0,fibra óptica,0,0,0,0,0,0,mensal,0,boleto,69.4,69.4,2.31,1,2
5886-VLQVU,0,masculino,0,1,0,35,1,1,fibra óptica,0,0,0,1,0,1,mensal,1,transferência (automática),89.85,3161.2,2.99,1,5
5887-IKKYO,0,masculino,0,1,1,58,1,1,fibra óptica,0,0,1,1,0,1,bienal,0,transferência (automática),94.35,5563.65,3.14,1,6
5889-JTMUL,1,feminino,1,1,0,50,1,1,fibra óptica,0,1,1,0,1,0,mensal,1,débito online,95.05,4888.7,3.17,1,6
5889-LFOLL,1,feminino,0,0,0,13,1,1,fibra óptica,0,0,0,0,0,1,mensal,1,débito online,84.6,1115.2,2.82,1,4
5893-KCLGT,0,feminino,0,0,1,72,1,0,não,0,0,0,0,0,0,bienal,1,boleto,19.75,1567.0,0.66,1,2
5893-PYOLZ,0,masculino,0,0,0,56,1,0,dsl,0,1,1,1,1,1,bienal,1,cartão (automático),81.8,4534.45,2.73,1,7
5895-QSXOD,0,masculino,0,0,0,9,1,0,fibra óptica,0,0,0,0,0,0,mensal,0,boleto,70.05,657.5,2.34,1,2
5896-NPFWW,1,masculino,0,1,1,3,1,0,dsl,0,0,1,0,0,0,mensal,1,débito online,50.15,168.15,1.67,1,3
5897-ZYEKH,0,feminino,1,1,0,67,1,1,fibra óptica,1,1,0,0,1,1,anual,1,débito online,105.6,7112.15,3.52,1,7
5898-IGSLP,0,masculino,0,1,1,31,1,1,fibra óptica,1,0,1,1,0,0,mensal,0,débito online,89.3,2823.0,2.98,1,6
5899-MQZZL,1,feminino,0,0,0,13,1,1,fibra óptica,0,0,0,0,0,0,mensal,1,boleto,75.0,999.45,2.5,1,3
5899-OUVKV,0,masculino,0,0,0,31,1,0,fibra óptica,0,1,0,0,1,1,mensal,1,débito online,94.5,2979.2,3.15,1,5
5902-WBLSE,0,feminino,0,1,1,70,1,0,não,0,0,0,0,0,0,bienal,1,cartão (automático),20.15,1411.2,0.67,1,2
